,BMS,Flatirons_M2,NELHA,UA_OASIS,UNLV
110,1134278.987,103111259.9,678327.4137,98736.50068,148208.4758
111,1209829.768,22198411.39,1059260.459,1541252.833,158545.0009
112,136957.1328,37807483.11,2234950.213,8157405.097999998,21144.26745
113,1879768.989,18219871.49,1903915.682,13189180.62,11967.39852
114,1123451.455,5144153.13,3991081.88,16403355.51,7240.419723
115,2538515.606,55885923.08,2917121.655,961970.7323,14629.7229
116,5793224.676,151727649.0,1501620.758,46142.41743,62525.45071000001
117,376146.0173,3187502.462,828778.2075,2069587.394,15087.27475
118,3500023.432,1312654.476,324943.5739,3896194.17,116575.8938
119,12798356.53,1271571.362,599173.9136,1170216.83,8433.975005
120,2733656.418,6813235.632,371132.289,3889417.72,135337.1961
121,1266850.654,2707600.8430000003,105491.8656,2023629.036,38102.19896
122,722660.2981,3262747.6580000008,1988272.914,1305329.842,2129.273247
123,224489.0366,2338670.622,6233089.267999998,1144646.997,13521.94741
124,142992.7616,468906.7735,4678013.324,2422815.776,12034.94718
125,320170.6395,695254.5248,33002345.13,1190003.848,89830.81087
126,2753228.31,3715203.3210000005,6058526.935,546853.0849,10739.38422
127,799011.3688,1376820.512,2921069.787,2684199.514,10291.00255
128,23971.42288,1248644.922,33403374.34,2338103.0530000003,17562.09024
129,229886.621,647951.8475,46654074.07,1097027.204,105276.2339
130,22234.05512,508573.049,29666020.17,446710.7579,307231.5427
131,74140.8365,19351161.02,12810699.38,396826.4057,66356.73271
132,557150.3477,14852457.6,9410473.668,801510.5916,46225.35765
133,3346370.237,12656108.35,6880610.498,1818616.856,149112.551
134,27732204.76,19884258.95,1959630.466,1704454.1409999996,98667.69476
135,24568228.34,55278302.74,846094.5525,1341835.047,12989.67329
136,22407724.64,87842483.17,2395604.225,5104892.266,12367.88879
137,4658216.679,55198866.48,1999756.45,11027327.82,9554.803591
138,780978.8939,63910916.73,1301101.745,5881479.328,27698.274660000006
139,152995.8943,49018464.36,2967394.85,6662682.977999999,24579.12053
140,2067495.317,14666367.91,1554833.025,1439550.217,6252.203576
141,2716372.085,51439135.58,818728.2318,53369.93558,145028.5304
142,9133225.226,29957175.23,514135.3031,190862.1775,14077.9565
143,6105758.329,3555268.2660000008,4655970.601,441553.569,116345.4055
144,1598693.134,1774577.762,38744151.38,1607960.897,12393.75101
145,1028266.985,1774105.59,41629303.28,944807.0239,29031.5238
146,1454800.874,1985727.001,20636005.98,1155610.072,34792.18422
147,2072728.155,1073720.772,14676987.08,64759.21207,153503.3175
148,758922.9974,913518.8517,22087904.33,249139.5176,26895.12414
149,1074396.528,453998.0578,20682091.94,290245.7369,28788.75274
150,711048.4122,650971.9401,22220047.68,737812.2942,25684.67334
151,532757.0672,705034.1775,20435485.81,286379.2818,11874.9325
152,139497.8309,325934.3323,13863982.98,474372.3635,142772.6374
153,0.0,643259.1783,4259093.15,3122361.498,149112.551
154,0.0,279162.3126,628725.9445,1523055.992,90608.469
155,0.0,546853.0849,660943.6902,1220100.6409999998,18458.47359
156,0.0,1514755.011,1700779.264,2875229.383,50500.25154
157,0.0,2012054.201,1989801.505,5543347.368,71778.41076
158,0.0,528218.0479,2028013.277,8168506.865,22489.76344
159,0.0,80392.39404,3146857.262,2754177.699,69602.90137
160,0.0,55334.42126,2609306.036,5499066.55,2874.2523730000007
161,0.0,193221.3426,3376371.002,8342205.797,3575.945665
162,0.0,45441.42764,2518186.85,6780867.856000002,129438.0518
163,0.0,723049.5227,414837.1993,7941964.611,30047.38264
164,0.0,495549.0101,60195.08711,8628333.793,21653.29751
165,313433.5803,390596.3631,299162.2253,10640891.84,125602.096
166,113301.1989,2023886.757,124113.2358,8869756.476,336420.1909
167,1178464.498,105902376.7,67231.81362999999,4752294.885,5338.557627
168,18019846.23,107642527.7,611623.4874,6147286.621,21304.79362
169,3128559.619,49098335.3,442020.7555,3848528.356,36750.54631000001
170,2106427.543,33411728.67,202463.3698,5005729.484,85883.71405
171,1126413.407,15843101.29,373549.9909,6882358.818,1242.118916
172,2319424.731,2414978.712,573893.4977,6093927.552,10810.10676
173,21769885.83,2386962.775,777432.5086,2585868.385,26435.0608
174,12861918.57,2569213.417,571671.5469,7689488.725,126128.022
175,18022060.65,17528373.47,627898.7772,5581273.806,32789.01133
176,902191.8713,6342840.359,159111.9074,6137561.897999999,9922.068232
177,2437665.345,2208620.384,83092.48275,11131398.81,17616.56318
178,1945789.542,1156142.311,455426.8219,9561332.904,121882.2792
179,1437497.529,11083285.06,571116.9567,6734231.801,207616.1956
180,1693903.116,13099464.71,2125809.282,1967207.65,234756.5101
181,1346543.695,7314218.69,1481643.3390000004,2066449.807,285959.576
182,1284851.704,5724909.462,1474954.2140000004,863942.6377,184369.2768
183,3702852.341,4770987.335,1567188.395,2914162.892,146008.9515
184,2529832.662,2184124.736,1598032.517,51252.21383,70753.94342000001
185,6981326.48,1053579.596,1487512.887,310026.9918,2338.386826000001
186,2116236.374,4790186.457,1257444.317,304088.5958,129273.2501
187,862774.2268,3479270.162,385710.7512,78015.83494,126696.0436
188,7916983.855,5832281.163,54914.45697000001,146456.0542,43063.70518
189,5745554.006,4165822.486,398219.7963,1778358.15,2444.966654
190,4795223.295,4796139.463,1519646.802,347765.4545,5269.968865
191,5393855.154,3015215.59,1280098.163,110867.2483,19924.483330000006
192,2551126.092,1506695.94,1787832.601,74710.85582000001,17141.050069999998
193,1465789.584,899337.3113,1926023.208,254082.789,2361.1631620000007
194,135209.8532,3125803.887,1286756.4109999998,85102.19999,16927.76696
195,483939.7492,873475.1055,817319.3038,609768.3274,6241.276336999998
196,435695.1956,47587.10016,519842.1013,177465.1774,340.0956
197,6345.600515,176551.1083,1089505.54,689958.4911,49018.46436000001
198,34279.70535,147308.0622,1134278.987,1196709.271,1050.080995
199,5872.037069,32739.53094,1548787.579,2070110.634,10064.05904
200,384.2615669,36360.21549,538387.3547,1028595.226,16154.00894
201,36078.08123,82267.0668,1505214.499,71889.75262999999,148118.2697
202,79168.46862999999,130388.3806,4245141.397,859857.8093,18605.11794
203,10560.05167,145161.965,8680616.981,1302830.316,677954.4103
204,19936.32435,109165.9905,7728462.0260000015,1356586.12,807502.0409
205,4602.726789,173326.5109,5029334.696,1138313.275,313433.5803
206,188946.2968,532122.1608,3423353.741000001,1528606.793,51608.64638
207,45749.80605,139627.8516,1444690.4840000004,823106.1967,20510.22618
208,219235.1698,19187.91469,510114.0747,2226699.79,1075.241622
209,82419.50727999999,12900.86544,561305.1773,2775119.514,19512.99554
210,48075.27804,190648.6653,349920.6895,3836672.958,20619.04421
211,108321.9273,413405.2873,610115.8837,1807121.31,7337.307252
212,14077.9565,33991.54715,1087971.265,6462251.498,1270.248384
213,11741.28856,20667.53107,1613272.8080000004,8662939.368999999,27831.20252
214,730.0794835,121170.9058,1114769.936,11278195.25,6546.443068
215,20825.63822,489621.3734,1635308.102,19101456.81,40446.88401
216,57658.50149,279506.4759,2940202.651,9470192.836,6913.879241
217,94230.19221,305328.5814,1166821.446,4403756.897,3644.177434
218,281300.6853,1347919.123,1526683.8380000002,7672557.517000001,4175.421793
219,1481015.376,1716434.04,3176351.267,11787949.26,3744.258481
220,6307031.125,2886317.631,3262039.007,17194649.31,409.4845277
221,3953507.914,4204727.789,3072390.066,17083288.12,10992.25128
222,16358679.56,16022609.41,2291874.179,9143786.58,6078.892315
223,11037705.61,31782970.73,1384209.873,10881930.11,1026.954723
224,1295159.4840000002,6980149.753,299883.3295,12685875.06,23439.72885
225,315295.4096,997884.0562,203464.7439,8535830.276,20752.56587
226,402156.1868,40675.07464,418161.1516,7061654.561000002,33957.75274
227,52574.73899,455140.8296,1071020.579,5182167.517,233838.2181
228,421140.6967,3756701.313,1413017.284,2701034.817,454759.6929
229,1428284.58,1859965.811,2629814.702,713617.9999,490522.5168
230,739523.4424,942482.4587,2308715.808,49256.17288,916251.3608
231,813102.2201,8483460.618999999,2701972.17,126574.1814,883967.3354
232,173376.5908,1302253.956,2184938.325,1415249.646,588816.0853
233,52123.90762,1171111.446,748649.9932,286939.5281,120737.5433
234,746924.79,68329.70941,21156.58689,778249.9503,31134.46808
235,613947.7239,539133.9298,101795.7273,76235.5206,9877.508112
236,408419.549,568791.5949,457527.7601,590288.4079,20305.72691
237,160963.6837,284981.8577,1493397.916,315519.3233,5819.76405
238,90608.469,226937.335,1276682.884,14735.96827,555.5159442
239,44889.84436,210054.2672,1012918.348,236846.8658,13494.53806
240,245964.1862,534134.4298,1397053.803,857093.3072,17529.460430000006
241,146769.5686,588363.5559,1363110.6919999998,29891.96545,104989.1823
242,261784.3884,834761.7998,1633073.261,19936.32435,1133.75348
243,860586.2965,242126.963,2092693.461,1333231.06,3132.3513940000007
244,1078795.857,63957.27627,1324663.931,802205.7439,12680.61872
245,1000459.932,307231.5427,1741960.834,2514015.036,198435.9227
246,1225995.727,359851.7055,1733811.414,84356.42061,4687.932644
247,106032.2327,393443.6415,1365488.44,285330.7866,29153.41947
248,583176.123,160249.7713,302634.0929,429705.3926,410729.3409
249,108212.1539,155590.8229,242753.2611,438757.3614,307084.8811
250,15735.63811,1108374.487,413315.9024,346810.4198,91096.77707
251,1388014.6619999998,3192389.306000001,623068.5058,101374.8911,20582.72888
252,2932605.517,1120494.701,882632.7096,130140.0219,184525.8611
253,126371.2515,862190.4165,1328164.216,194300.0859,3917.771567
254,404266.1618,4631311.374,1139542.997,23085.31674,237.8966809
255,957895.2548,42237.84862,1206905.856,154660.7218,1597.151977
256,6312.531442,59186.38951,587120.296,107118.4964,9091.061134
257,14668.29829,201078.0309,561743.7255,2714490.941,5025.080293
258,164903.9096,210111.1925,485331.1414,2673945.792,378164.084
259,16895.92791,94430.46885,225740.8313,7967640.429,22438.46577
260,1309181.506,705800.0565,680069.9052,2364306.426,47502.53847
261,870681.4772,770101.2767,1493397.916,3507083.425,4656.419759
262,375139.6818,156010.5821,1095999.491,3347451.494,75054.26576000001
263,2089795.845,1239143.189,409662.204,692855.3558,1285.422919
264,777977.4061,580145.5737,993226.5577,375391.0972,28098.33276
265,805548.0701,242565.2584,1291908.519,722141.5494,3873.901444
266,799566.302,714647.5658,1106822.544,1992350.898,15654.85638
267,438478.3917,463965.8545,560209.8055,5882004.194,145.6965216
268,263634.4479,136743.2487,451244.2599,4347735.615,11120.15984
269,158828.2855,100850.479,353290.9468,308332.9932,30187.71788
270,503051.0577,238329.8578,719292.868,727340.2208,24715.54457
271,386052.2645,284075.9743,1477460.272,143213.1121,34723.5606
272,145206.4613,34449.96848,663636.2543,10833.74976,14087.35016
273,63854.2855,75686.58074,941089.5515,239570.4028,23176.85585
274,348163.9025,83061.81377000001,1821498.34,627780.6697,30674.43843
275,645662.8347,238020.3921,2305622.021,964012.7989,170141.4181
276,1657543.139,604570.8101,2888930.767,2082694.859,128369.3404
277,1281998.17,532862.934,3712113.005,219410.9172,264562.7374
278,585991.5806,191610.7257,3971659.279,83184.53498,101339.8739
279,285680.0001,215276.6918,2400221.514,209997.3523,75025.60815
280,237340.5108,87810.65619,749314.2396,231461.873,278062.8889
281,116268.6436,80752.98735,167288.8468,1226364.799,110718.6161
282,181669.2067,78723.81402,87524.55919,1366281.637,72280.35587
283,94497.29074,24011.6209,257066.88,3172524.059,680194.483
284,4267.987435,3921.776104,347526.5317,6001426.777000002,73800.22063
285,0.0,4104.8176939999985,1007566.439,1674521.392,214179.2275
286,0.0,4733.197212,610811.3926,558132.5269,3488895.376
287,0.0,4344.73264,409839.9316,351041.7161,1071863.902
288,0.0,7404.4163560000015,609189.3601,25031.23359,318514.977
289,0.0,8847.687840999999,522345.51700000005,166215.2344,88320.81122999998
290,0.0,5091.532011,900989.2163,69630.16099,120776.8971
291,0.0,4977.970474000002,1086097.998,594264.5482,216319.847
292,0.0,5328.723013000002,1132002.96,110125.4157,147937.9675
293,0.0,5711.002389,1717819.938,74682.28571,678203.064
294,0.0,4518.559684000002,1403101.647,40923.24791000001,856947.9715
295,0.0,3881.853343,373048.9178,926317.1742,205028.991
296,0.0,30469.697860000004,2114643.688,30125.29284,1317294.648
297,0.0,25881.4899,1105444.256,67045.55145,3755922.83
298,75197.66325,329456.261,1984454.861,40219.54843,2703847.527
299,662044.3117,636322.325,5451528.778,6717.013603,3810283.862
300,1827029.689,437085.3168,1234503.135,74625.16732000001,6920311.844
301,699942.4724,758922.9974,928921.7695,5307129.393,5379995.147000001
302,971261.775,394915.8062,1340267.941,4334019.018,816474.7234
303,262972.7152,387078.0136,799843.8649,58089908.15,894543.2528
304,838.1938906,19653.43239,1025315.966,157701870.2,2428049.894
305,482749.246,7484.253172,399791.2553,38598628.4,488421.5666
306,409218.1097,13467.16578,205982.6127,25746422.06,441646.98
307,7620.6653959999985,17248.36017,748915.6446,14163592.81,950557.2866
308,0.0,53896.83487000001,1640680.0380000004,2849575.24,836762.7118
309,0.0,10306.25224,1647186.8069999998,126452.3974,2264820.453
310,0.0,4137.943165,1583326.115,1101659.866,482055.6883
311,10056.55228,3881.853343,2475791.368,159348.5167,468809.5571
312,71361.90264,3881.853343,837764.3658,380.86605,346015.8946
313,2129.273247,5086.766147,357412.4087,3.254604365,624950.5314
314,7841.0844,656310.0696,661799.6236,233.5937454,1560677.4419999996
315,167044.4392,238701.5705,344430.4863,805548.0701,881447.5038
316,59898.6818,307965.55100000004,595289.8623,119717.342,1972269.942
317,65594.01915,192522.305,981566.7141,1815.49868,466286.6465
318,239259.864,55803.55333,943101.9695,242.2521363,2127407.568
319,430715.1678,506625.5427,1239329.032,6642.740526,4514158.489
320,41828.90965,640023.7154,73517.17228,101901.118,4555200.056
321,158970.0543,1219548.948,187306.8205,23163.76404,2329034.423
322,1045428.253,304380.0545,2323378.455,116230.2753,3428478.704
323,260074.2445,70753.94342000001,3770342.19,279919.845,485032.7617
324,552365.167,119014.4258,6544752.112000002,3219356.25,665353.5058
325,142025.9047,84759.84118999999,5479017.106000002,21757329.42,277377.2172
326,45216.16635,318364.7459,3171480.808,42316042.71,819856.5393
327,368807.8764,92935.29237,6235817.495,15818727.29,1277251.675
328,31326.16257,34655.02728,8457356.309,8602609.249,529903.961
329,115961.9338,482154.7273,7438737.622,5450530.938999998,30156.49459
330,178331.3568,804432.9319,3112736.257,3751254.188,31873.56654
331,506318.4969,518593.3986,2072728.155,1986236.01,18200.917230000006
332,2384374.398,249777.8455,2396181.062,1134804.657,3545.895859
333,3895795.338,1308410.568,1723370.988,286.6593137,3519.74078
334,4561399.815,789479.1459,1220284.576,242314.7391,285959.576
335,6608646.116,431450.5424,1323498.538,60046.76252999999,13984.24954
336,9899771.457,418972.3564,1221204.527,496154.4867,116883.6848
337,6961927.386,383495.8234,1354613.095,547176.3053,79913.27501
338,6795305.0589999985,254664.8059,1329137.61,2723.905352,469.0040032
339,7966355.326,405500.382,2171945.127,27.47766997,14735.96827
340,8429971.114,47671.76214,1565233.2119999996,695.38095,8294.591588
341,937227.567,108615.0191,521718.9113,71472.81349,165291.7285
342,166020.527,15474.10935,1823901.901,3329.46093,10794.36389
343,7428.920747,39748.67186,1184224.803,104273.8371,13677.96835
344,28412.13859,4558.299233,619666.9722,22864.01165,61215.18074
345,124353.8689,56015.52496,2354314.8030000003,14629.7229,96957.91863
346,264230.9557,586104.3869,2882074.647,186516.9418,51989.16256
347,173476.7795,3794195.146,4483868.118,93697.50601,247802.5707
348,524856.9569,5578233.345,3391620.199,351843.9135,208181.4962
349,1205445.669,4834723.978999998,3173567.538,413315.9024,245964.1862
350,1154368.815,4299427.885,2078756.826,625657.2668,872739.3617
351,496457.4098,3259913.669,3438010.058,1501198.341,655701.9998
352,17366.917540000002,428788.7859,4226586.5,8923702.449,42472.72027
353,492930.9701,56844.96161000001,1278200.035,10727627.2,822.5404231000001
354,1154900.673,32509.28057,376733.8765,14228756.82,7150.365789
355,3625518.023,86733.10729,476924.3302,7014918.826,33637.82231
356,2239910.236,9774053.76,222649.6202,8537848.786,62272.03795
357,658380.3188,279162.3126,293150.5345,9081241.554,162877.8092
358,2291874.179,234266.4558,865989.8943,11071278.33,9591.115195
359,2821500.28,847536.3492,909581.4935,13446205.46,28879.63264
360,3649902.271,1140421.913,955392.9991,14382535.42,34586.584189999994
361,1416468.2880000004,1574807.365,1081000.018,2220662.402,674.1080456
362,90868.68222,12348085.48,1745928.321,1395846.324,51363.42212
363,298226.5193,1033033.307,697152.5129,2785949.029,3970.043579
364,89830.81087,1743360.436,1001104.593,1583544.948,39617.48823
365,579473.5472,64746224.73,1218078.579,1267793.8590000002,193976.0424
366,1485205.148,34432916.85,3606164.765,393530.138,61240.20398
367,268834.1024,2359449.829,153734.3348,1193806.546,10529.06865
368,654244.1648,9049726.516,37956.46959,1095143.553,145874.9983
369,140670.9273,26360799.7,647951.8475,1191451.541,232983.3091
370,217657.6642,19858260.28,3394893.847,1545986.0990000004,152305.7575
371,56109.90662,14242002.84,5038324.097,12923029.33,483344.2532
372,152627.5625,25000921.65,4257400.403,7802366.722,442301.2255
373,508675.6874,25925206.24,2768127.1560000004,730994.0970000002,392147.7149
374,4275620.956,10622199.93,2459906.502,873769.5188,139584.5024
375,10129525.51,12700775.9,1325830.008,472122.4571,155823.9293
376,20143109.69,3462284.333,611275.3587,37575.69894,22221.32084
377,12290518.07,3326588.435,781935.5292,120619.5331,15274.9171
378,506420.8317,2437081.869,348084.1886,804850.988,23931.26976
379,2234399.552,4389922.664,833334.5316,136017.7087,59088.58772999999
380,18176407.72,131289249.2,1397456.451,75398.72641,20461.98577
381,75836554.11,149933901.7,2255665.377,13034.22964,13853.759719999998
382,6383772.489,107905183.1,1700779.264,44141.24622,16112.86972
383,1074396.528,68031303.34,1788544.5380000004,267.4944,37089.88989
384,3069327.205,42992499.36,1244726.583,42276.93361,11925.30924
385,16568212.12,10666629.0,776887.8656,91259.93543,4221.535475
386,18204261.14,27943783.36,1524762.497,150247.8056,23704.58205
387,70759454.71,12623768.12,669043.3005,35153.941960000004,58285.83081
388,41602221.44,13786041.75,1182602.824,109792.6735,15534.20291
389,20541623.08,30773987.93,1438728.908,4208.925520000002,60492.46865
390,21348150.58,98629865.13,2744062.128,2698.848503,52937.27004
391,229765744.6,267487712.7,1033033.307,23811.07945,6780.290794
392,25613224.58,134430563.9,324791.328,191236.2074,27875.60613
393,1279908.2659999998,128882406.7,335330.5297,28940.325360000006,1197.980691
394,647951.8475,158549719.5,693359.9846,16402.315609999998,25474.90844
395,6723323.53,242671781.3,1607739.821,87556.31701,20570.63325
396,3204278.144,102281126.8,2325639.742,166751.4645,51832.25372
397,10454956.8,142227704.2,1103206.98,73037.65266,507752.4392
398,9756391.585,222702880.4,829773.4806,183379.6331,119287.4542
399,14137206.29,165126831.2,837334.9877,43202.38592,75427.47894
400,29292490.05,138060017.0,903546.137,1214774.57,96211.91788
401,7860172.777000002,164067326.4,775391.4091,10665848.48,6389.871988
402,12804526.96,68146798.78,209201.6215,11070478.19,3006.482979
403,2199072.654,49388323.7,129520.5052,16354527.78,102288.1729
404,642179.4820000001,1410584.66,44040.72725,10604307.4,4629.52138
405,359281.5467,723568.7062,1011619.179,291235.4512,2193.901142
406,716838.6804,438106.6161,1419517.9530000002,162158.2441,110644.3498
407,511040.1826,1058591.065,3687067.694,1565450.374,5893.033606
408,440713.4631,3615643.027,4383447.852,6252.203576,2913.505661
409,4340445.075,6700397.267000001,4006502.936,3670.944633,211.1376069
410,28592500.78,13604398.08,2025433.545,19303.59714,11658.27246
411,4066121.734,7977283.109,1314199.987,70149.44699,15534.20291
412,738338.5199,1888123.141,1846356.36,3170.4377870000008,35570.43984
413,634774.3859,41962982.79,1200526.232,246153.9408,3142.708168
414,154753.5646,61981460.84,282824.8463,505704.7776,8541.213676000001
415,1229504.902,20198015.03,433200.4109,196524.0464,31776.50618
416,829489.0356,20401791.69,24119.03526,43301.62567,975.3750511
417,6821343.639,1583326.115,362302.0756,16402.315609999998,49429.53365
418,29087858.23,991303.564,395696.6721,54288.50313,19257.26853
419,62191090.72,1149766.215,762681.8073,88544.62397,17594.76051
420,106715718.4,6241822.396000002,1925025.957,2002314.337,146277.1038
421,93064245.15,3666729.708,4203049.478,2245706.197,424680.1841
422,85984091.9,6930260.986000001,10954070.89,5789068.972,149520.5815
423,58710623.5,69170428.77,14945112.49,13989860.19,122636.1881
424,15119754.36,57370489.53,10199062.61,20784209.53,36875.32574
425,1265342.498,138978555.0,4265021.299,28454155.06,816.8969409
426,5044954.717,229584509.6,3625137.883,12972768.54,870.0941050000001
427,976008.8917,211543387.8,1615267.7859999996,22733202.59,82755.53896
